5246606,01,01,C,65249,75000,25,19,75000,25\9,2022-05-26,0,2019
5244811,01,01,C,66187,100000,17,21,100000,17\1,2022-05-26,0,2021
5028965,01,01,C,66188,120000,17,21,120000,17\1,2022-05-26,0,2021
5246853,01,01,C,65249,349900,32,21,349900,32\1,2022-05-26,0,2021
5246775,01,01,C,66187,200000,17,21,200000,17\1,2022-05-26,0,2021
5246706,01,01,C,65249,399900,32,21,399900,32\1,2022-05-26,0,2021
5046705,01,01,C,66187,419900,,,419900,,2022-05-26,0,2022
5044801,01,01,C,66187,449900,,,449900,,2022-05-26,0,2022
5046801,01,01,C,66187,449900,,,449900,,2022-05-26,0,2022
5044704,01,01,C,66187,519900,,,519900,,2022-05-26,0,2022
5242712,01,01,C,66187,719900,,,719900,,2022-05-26,0,2022
5216713,01,01,C,66189,1199900,,,1199900,,2022-05-26,0,2022
5245714,01,01,C,66189,1399900,,,1399900,,2022-05-26,0,2022
5046803,01,01,C,66189,1499900,,,1499900,,2022-05-26,0,2022
8027665,01,01,D,65249,15000,25,19,15000,25\9,2022-05-26,0,2019
8044404,01,01,D,65249,50000,25,19,50000,25\9,2022-05-26,0,2019
8246753,01,01,D,65249,50000,25,19,50000,25\9,2022-05-26,0,2019
8026665,01,01,D,65249,50000,25,19,50000,25\9,2022-05-26,0,2019
8046577,01,01,D,65249,75000,25,19,75000,25\9,2022-05-26,0,2019
8048724,01,01,D,65249,100000,17,21,100000,17\1,2022-05-26,0,2021
8028865,01,01,D,91005,70000,17,21,70000,17\1,2022-05-26,0,2021
8027765,01,01,D,65249,70000,17,21,70000,17\1,2022-05-26,0,2021
8028765,01,01,D,65249,70000,17,21,70000,17\1,2022-05-26,0,2021
8046803,01,01,D,65249,100000,17,21,100000,17\1,2022-05-26,0,2021
8043704,01,01,D,65249,100000,17,21,100000,17\1,2022-05-26,0,2021
8244811,01,01,D,65249,100000,17,21,100000,17\1,2022-05-26,0,2021
8216712,01,01,D,65249,100000,17,21,100000,17\1,2022-05-26,0,2021
8216713,01,01,D,65249,100000,17,21,100000,17\1,2022-05-26,0,2021
8028965,01,01,D,66188,120000,17,21,120000,17\1,2022-05-26,0,2021
8028885,01,01,D,66188,249900,,,299900,,2022-05-26,0,2022
8246853,01,01,D,65249,150000,17,21,150000,17\1,2022-05-26,0,2021
8044705,01,01,D,65249,150000,17,21,150000,17\1,2022-05-26,0,2021
8046705,01,01,D,65249,150000,17,21,150000,17\1,2022-05-26,0,2021
8246706,01,01,D,65249,200000,17,21,200000,17\1,2022-05-26,0,2021
8046801,01,01,D,65249,200000,17,21,200000,17\1,2022-05-26,0,2021
8044704,01,01,D,65249,200000,17,21,200000,17\1,2022-05-26,0,2021
8042723,01,01,D,65249,200000,17,21,200000,17\1,2022-05-26,0,2021
8246775,01,01,D,65249,200000,17,21,200000,17\1,2022-05-26,0,2021
8046777,01,01,D,65249,200000,17,21,200000,17\1,2022-05-26,0,2021
8246776,01,01,D,66187,409900,,,409900,,2022-05-26,0,2022
8046703,01,01,D,65249,200000,17,21,200000,17\1,2022-05-26,0,2021
8044801,01,01,D,65249,200000,17,21,200000,17\1,2022-05-26,0,2021
8044702,01,01,D,65249,250000,17,21,250000,17\1,2022-05-26,0,2021
8242712,01,01,D,65249,250000,17,21,250000,17\1,2022-05-26,0,2021
8245714,01,01,D,66189,1399900,,,1399900,,2022-05-26,0,2022
1000001,02,01,A,65470,20000,13,17,20000,13\7,2022-05-26,0,2017
8114103,02,01,D,65000,35000,49,19,35000,49\9,2022-05-26,0,2019
8116062,02,01,D,65000,50000,21,18,50000,21\8,2022-05-26,0,2018
8216161,02,01,D,65470,70000,8,21,70000,08\1,2022-05-26,0,2021
8516165,02,01,D,65470,70000,8,21,70000,08\1,2022-05-26,0,2021
8514198,02,01,D,65470,70000,47,20,70000,47\0,2022-05-26,0,2020
8216211,02,01,D,65470,199900,8,22,229900,08\2,2022-05-26,0,2022
8516213,02,01,D,65470,199900,8,22,229900,08\2,2022-05-26,0,2022
8516160,02,01,D,65470,100000,8,21,100000,08\1,2022-05-26,0,2021
8216214,02,01,D,65470,249900,7,22,299900,07\2,2022-05-26,0,2022
8516215,02,01,D,65470,249900,7,22,299900,07\2,2022-05-26,0,2022
8316029,02,01,D,65470,249900,,,299900,,2022-05-26,0,2022
8216146,02,01,D,65000,249900,44,21,299900,44\1,2022-05-26,0,2021
8516151,02,01,D,65000,249900,43,21,299900,43\1,2022-05-26,0,2021
8114148,02,01,D,65470,150000,16,21,150000,16\1,2022-05-26,0,2021
8116148,02,01,D,65470,150000,8,21,150000,08\1,2022-05-26,0,2021
8516147,02,01,D,65470,349900,25,21,349900,25\1,2022-05-26,0,2021
8216095,02,01,D,65470,349900,37,21,349900,37\1,2022-05-26,0,2021
8516198,02,01,D,65470,150000,18,21,150000,18\1,2022-05-26,0,2021
8216199,02,01,D,65470,349900,39,21,399900,39\1,2022-05-26,0,2021
8514150,02,01,D,65470,200000,17,21,200000,17\1,2022-05-26,0,2021
8516150,02,01,D,65470,200000,17,21,200000,17\1,2022-05-26,0,2021
8216247,02,02,D,65000,5000,48,18,5000,48\8,2022-05-26,0,2018
8516770,02,02,D,65000,5000,50,19,5000,50\9,2022-05-26,0,2019
8216280,02,02,D,65000,5000,9,20,5000,09\0,2022-05-26,0,2020
8216248,02,02,D,65000,15000,9,20,15000,09\0,2022-05-26,0,2020
8314004,02,02,D,65000,25000,45,19,25000,45\9,2022-05-26,0,2019
8316004,02,02,D,65000,25000,45,19,25000,45\9,2022-05-26,0,2019
8516406,02,02,D,65470,25000,17,19,25000,17\9,2022-05-26,0,2019
8216407,02,02,D,65470,25000,17,19,25000,17\9,2022-05-26,0,2019
8516417,02,02,D,65470,25000,30,18,25000,30\8,2022-05-26,0,2018
8216356,02,02,D,65561,35000,40,19,35000,40\9,2022-05-26,0,2019
8514357,02,02,D,65561,35000,50,20,35000,50\0,2022-05-26,0,2020
8516357,02,02,D,65561,35000,40,19,35000,40\9,2022-05-26,0,2019
8216452,02,02,D,65470,50000,9,19,50000,09\9,2022-05-26,0,2019
8514359,02,02,D,65470,30000,49,20,30000,49\0,2022-05-26,0,2020
8216019,02,02,D,65470,75000,17,20,75000,17\0,2022-05-26,0,2020
8246033,02,02,D,66182,75000,26,19,75000,26\9,2022-05-26,0,2019
8546034,02,02,D,66182,75000,20,19,75000,20\9,2022-05-26,0,2019
8246037,02,02,D,66182,75000,26,19,75000,26\9,2022-05-26,0,2019
8516426,02,02,D,65470,50000,6,21,50000,06\1,2022-05-26,0,2021
8216427,02,02,D,65470,50000,8,21,50000,08\1,2022-05-26,0,2021
8216771,02,02,D,65000,50000,8,21,50000,08\1,2022-05-26,0,2021
8514282,02,02,D,65000,50000,15,21,50000,15\1,2022-05-26,0,2021
8516282,02,02,D,65000,50000,15,21,50000,15\1,2022-05-26,0,2021
8214444,02,02,D,65000,70000,39,21,70000,39\1,2022-05-26,0,2021
8216358,02,02,D,65470,70000,47,20,70000,47\0,2022-05-26,0,2020
8516359,02,02,D,65470,70000,17,21,70000,17\1,2022-05-26,0,2021
8214004,02,02,D,65470,100000,,,100000,,2022-05-26,0,2022
8806009,02,02,D,65470,249900,,,249900,,2022-05-26,0,2022
8806010,02,02,D,65470,249900,,,249900,,2022-05-26,0,2022
8216444,02,02,D,65000,249900,43,21,299900,43\1,2022-05-26,0,2021
8516445,02,02,D,65000,249900,43,21,299900,43\1,2022-05-26,0,2021
8216228,02,02,D,65470,299900,,,349900,,2022-05-26,0,2022
8516229,02,02,D,65470,299900,,,349900,,2022-05-26,0,2022
8216232,02,02,D,65470,299900,,,349900,,2022-05-26,0,
8516233,02,02,D,65470,299900,,,349900,,2022-05-26,0,
8216235,02,02,D,65470,299900,,,349900,,2022-05-26,0,
8516236,02,02,D,65470,299900,,,349900,,2022-05-26,0,
8516153,02,02,D,65470,299900,,,349900,,2022-05-26,0,2022
8514156,02,02,D,65470,299900,,,349900,,2022-05-26,0,2022
8516156,02,02,D,65470,299900,,,349900,,2022-05-26,0,2022
8516173,02,02,D,65470,299900,,,349900,,2022-05-26,0,2022
8216123,02,02,D,65470,349900,,,399900,,2022-05-26,0,2022
8216124,02,02,D,65470,349900,,,399900,,2022-05-26,0,2022
8516124,02,02,D,65470,349900,,,399900,,2022-05-26,0,2022
8516127,02,02,D,65470,349900,,,399900,,2022-05-26,0,2022
8216128,02,02,D,65470,349900,41,21,399900,41\1,2022-05-26,0,2021
8516136,02,02,D,65470,349900,41,21,399900,41\1,2022-05-26,0,2021
8214121,02,02,D,65470,399900,,,449900,,2022-05-26,0,2022
8216121,02,02,D,65470,399900,,,449900,,2022-05-26,0,2022
8214126,02,02,D,65470,399900,,,449900,,2022-05-26,0,2022
8216126,02,02,D,65470,399900,,,449900,,2022-05-26,0,2022
8214252,02,02,D,65470,399900,,,449900,,2022-05-26,0,2022
8216252,02,02,D,65470,399900,,,449900,,2022-05-26,0,2022
8516253,02,02,D,65470,399900,,,449900,,2022-05-26,0,2022
8214062,02,02,D,65470,399900,,,449900,,2022-05-26,0,2022
8216003,02,04,D,65470,50000,8,19,50000,08\9,2022-05-26,0,2019
8514007,02,04,D,65470,40000,19,21,40000,19\1,2022-05-26,0,2021
8516007,02,04,D,65470,40000,19,21,40000,19\1,2022-05-26,0,2021
8116108,02,04,D,65470,75000,9,20,75000,09\0,2022-05-26,0,2020
8216108,02,04,D,65470,75000,9,20,75000,09\0,2022-05-26,0,2020
8244013,02,04,D,65470,75000,17,19,75000,17\9,2022-05-26,0,2019
8246013,02,04,D,65470,75000,17,19,75000,17\9,2022-05-26,0,2019
8244028,02,04,D,65470,75000,17,19,75000,17\9,2022-05-26,0,2019
8546628,02,04,D,65470,75000,9,20,75000,09\0,2022-05-26,0,2020
8549628,02,04,D,65470,75000,9,20,75000,09\0,2022-05-26,0,2020
8246031,02,04,D,65470,75000,28,18,75000,28\8,2022-05-26,0,2018
8246032,02,04,D,65470,75000,41,19,75000,41\9,2022-05-26,0,2019
8243033,02,04,D,65470,75000,17,19,75000,17\9,2022-05-26,0,2019
8246133,02,04,D,65470,75000,37,19,75000,37\9,2022-05-26,0,2019
8246134,02,04,D,65470,75000,37,19,75000,37\9,2022-05-26,0,2019
8246035,02,04,D,65470,75000,17,19,75000,17\9,2022-05-26,0,2019
8246135,02,04,D,65470,75000,37,19,75000,37\9,2022-05-26,0,2019
8246036,02,04,D,65470,75000,17,19,75000,17\9,2022-05-26,0,2019
8146537,02,04,D,65470,75000,9,20,75000,09\0,2022-05-26,0,2020
8246643,02,04,D,65470,75000,9,20,75000,09\0,2022-05-26,0,2020
8116266,02,04,D,65470,75000,9,20,75000,09\0,2022-05-26,0,2020
8216266,02,04,D,65470,75000,9,20,75000,09\0,2022-05-26,0,2020
8216059,02,04,D,65470,50000,17,21,50000,17\1,2022-05-26,0,2021
8514371,02,04,D,65470,50000,8,21,50000,08\1,2022-05-26,0,2021
8516371,02,04,D,65470,50000,18,21,50000,18\1,2022-05-26,0,2021
8516119,02,04,D,65470,70000,19,21,70000,19\1,2022-05-26,0,2021
8516135,02,04,D,65470,70000,8,21,70000,08\1,2022-05-26,0,2021
8216136,02,04,D,65470,70000,8,21,70000,08\1,2022-05-26,0,2021
8243014,02,04,D,65470,100000,17,19,100000,17\9,2022-05-26,0,2019
8246019,02,04,D,65470,100000,17,19,100000,17\9,2022-05-26,0,2019
8514146,02,04,D,65470,100000,18,21,100000,18\1,2022-05-26,0,2021
8516146,02,04,D,65470,100000,18,21,100000,18\1,2022-05-26,0,2021
8216370,02,04,D,65470,100000,19,21,100000,19\1,2022-05-26,0,2021
8516120,02,04,D,65470,200000,17,21,200000,17\1,2022-05-26,0,2021
8516226,02,04,D,65470,449900,,,449900,,2022-05-26,0,2022
8216227,02,04,D,65470,449900,,,449900,,2022-05-26,0,2022
8514135,02,04,D,65470,200000,18,21,200000,18\1,2022-05-26,0,2021
8216050,02,04,D,65470,200000,19,21,200000,19\1,2022-05-26,0,2021
8216254,02,04,D,65470,449900,8,22,449900,08\2,2022-05-26,0,2022
8516256,02,04,D,65470,449900,8,22,449900,08\2,2022-05-26,0,2022
8013042,02,05,D,65470,75000,48,19,75000,48\9,2022-05-26,0,2019
8013043,02,05,D,65470,70000,47,20,70000,47\0,2022-05-26,0,2020
8016042,02,05,D,65470,100000,18,21,100000,18\1,2022-05-26,0,2021
8016043,02,05,D,65470,100000,47,20,100000,47\0,2022-05-26,0,2020
8114038,02,96,D,65000,5000,15,18,5000,15\8,2022-05-26,0,2018
8116038,02,96,D,65000,5000,15,18,5000,15\8,2022-05-26,0,2018
8516067,02,97,D,65470,100000,34,15,100000,34\5,2022-05-26,0,2015
8020005,02,98,D,65000,2500,17,19,2500,17\9,2022-05-26,0,2019
8020120,02,98,D,65000,2500,51,19,2500,51\9,2022-05-26,0,2019
8020350,02,98,D,65000,2500,51,19,2500,51\9,2022-05-26,0,2019
8021005,02,98,D,65000,2500,51,19,2500,51\9,2022-05-26,0,2019
8020150,02,98,D,65000,5000,17,20,5000,17\0,2022-05-26,0,2020
